16|Disclaimer: The source of the data for this report is from the District Information System for Education (DISE) for the academic year {YEAR} collected and published by National University of Educational Planning and Administration and available at www.schoolreportcards.in as well as data from the Planning, Allocations and Expenditures, Institutions: Studies in Accountability (PAISA) report published by Accountability Initiative and available at http://klp.io/1d2lmX6. In addition to this, KLP has processed this data to match constituencies based on GPS coordinates of the schools and other data analytics techniques. While these are not exact, they are the best that can be attained with existing information. See http://klp.org.in/text/disclaimer for more.|ಹಕ್ಕುತ್ಯಾಗ:ಈ ವರದಿಯ ಮಾಹಿತಿಯು ಮೂಲ ಜಿಲ್ಲಾ ಶೈಕ್ಷಣಿಕ ಮಾಹಿತಿ (DISE) -{YEAR} ಇದರಡಿ ಸಂಗ್ರಹಿಸಿದ ಶೈಕ್ಷಣಿಕ ಯೋಜನೆ ಮತ್ತು ಆಡಳಿತ, ರಾಷ್ಟ್ರೀಯ ವಿಶ್ವವಿದ್ಯಾನಿಲಯ ಪ್ರಕಟಿಸಿದ ವರದಿಯಾಗಿದೆ. ಸದರಿ ಮಾಹಿತಿ www.schoolreportcards.in ನಲ್ಲಿ ಲಭ್ಯವಿದೆ. ಹಾಗೆಯೇ accountability initiative ಇವರು ಪ್ರಚುರ ಪಡಿಸಿರುವ ಯೋಜನೆ, ಹಂಚಿಕೆಗಳು ಮತ್ತು ಖರ್ಚುಗಳು, ಸಂಸ್ಥೆಗಳು: Studies in Accountability (PAISA) ವರದಿ ಇದರ ಮಾಹಿತಿ ಆಧಾರದ ಮೇಲೆ ಸಂಗ್ರಹಿಸಲಾಗಿದೆ. Gps coordinates ಮತ್ತು ಇತರೆ ಮಾಹಿತಿ ವಿಶ್ಲೇಷಣೆ ಮತ್ತು ತಂತ್ರಗಳನ್ನು ಬಳಸಿ ಕೆ. ಎಲ್. ಪಿ (ಕರ್ನಾಟಕ ಕಲಿಕಾ ಸಹಬಾಗಿತ್ವ) ಯವರು ವಿವಿಧ ಕ್ಷೇತ್ರಗಳಿಗೆ ಹೊಂದಿಕೊಳ್ಳುವಂತೆ ಸದರಿ ಮಾಹಿತಿಯನ್ನು ಸಂಸ್ಕರಣೆ ಮಾಡಿರುತ್ತಾರೆ. ಸದರಿ ಮಾಹಿತಿ ಅತ್ಯಂತ ನಿಖರವಾಗಿಲ್ಲದಿದ್ದರೂ, ಲಭ್ಯವಿರುವ ಮಾಹಿತಿಯ ಆಧಾರದ ಮೇಲೆ ಸಂಗ್ರಹಿಸಿರುವ ಉತ್ತಮ ಮಾಹಿತಿಯಾಗಿದೆ. ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ http://klp.org.in/text/disclimer ನೋಡಿ.
17|Information is not available.|ಮಾಹಿತಿ ಲಭ್ಯವಿಲ್ಲ .
18|<dl><dt>School Maintenance Grant (SMG)</dt><dd><img src="/images/Rupee.jpg"/> 5,000 for upto 3 classrooms and <img src="/images/Rupee.jpg"/> 10,000 for more than 3 classrooms. </dd><dt>School Grant (SG)</dt><dd><img src="/images/Rupee.jpg"/> 5,000 for lower primary schools and <img src="/images/Rupee.jpg"/> 7,000 for upper and model  primary schools</dd><dt>Teacher Learning Material Grant (TLM)</dt><dd><img src="/images/Rupee.jpg"/> 500 per teacher</div></dd></dl>|<dl><dt>ಶಾಲಾ  ನಿರ್ವಹಣೆ  ಅನುದಾನ (SMG)</dt><dd>3 ಕ್ಕಿಂತ ಕಡಿಮೆ ಅಥವಾ 3 ತರಗತಿ  ಕೊಠಡಿಗಳಿರುವ ಶಾಲೆಗೆ  <img src="/images/Rupee.jpg"/> 5,000, 3 ಕ್ಕಿಂತ ಹೆಚ್ಚು ತರಗತಿ  ಕೊಠಡಿಗಳಿರುವ ಶಾಲೆಗೆ <img src="/images/Rupee.jpg"/> 10,000. </dd><dt>ಶಾಲಾ  ಅನುದಾನ (SG)</dt><dd>ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗೆ  <img src="/images/Rupee.jpg"/> 5,000 ಮತ್ತು ಹಿರಿಯ ಹಾಗು ಮಾದರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗೆ  <img src="/images/Rupee.jpg"/> 7,000. </dd><dt>ಬೋಧನ ಕಲಿಕಾ ಸಾಮಗ್ರಿಗಳ ಅನುದಾನ (TLM)</dt><dd><img src="/images/Rupee.jpg"/> 500 ಪ್ರತಿ ಶಿಕ್ಷಕರಿಗೆ .</div></dd></dl>
19|<br/>The total TLM grant for this constituency across |<br/>ಒಟ್ಟು  TLM ಅನುದಾನ  
20| teachers is <img src="/images/Rupee.jpg"/> | ಶಿಕ್ಷಕರಿಗೆ   <img src="/images/Rupee.jpg"/> 
21|The total School Maintenence (SMG) Allocation across schools with 3 or fewer classrooms is <img src="/images/Rupee.jpg"/> |ಒಟ್ಟು ಶಾಲಾ ನಿರ್ವಹಣೆ  ಅನುದಾನ  (SMG) 3 ಕ್ಕಿಂತ ಕಡಿಮೆ ಅಥವಾ 3 ತರಗತಿ  ಕೊಠಡಿಗಳಿರುವ  ಶಾಲೆಗಳಲ್ಲಿ  <img src="/images/Rupee.jpg"/> 
22| and allocation for schools with more than 3 classrooms is <img src="/images/Rupee.jpg"/> | ಹಾಗು  3 ಕ್ಕಿಂತ ಹೆಚ್ಚು ತರಗತಿ  ಕೊಠಡಿಗಳಿರುವ ಶಾಲೆಗಳಲ್ಲಿ   <img src="/images/Rupee.jpg"/> 
23|The total School Grant (SG) | ಒಟ್ಟು  ಶಾಲಾ  ಅನುದಾನ (SG) 
UPPER PRIMARY| for all Upper Primary Schools is <img src="/images/Rupee.jpg"/> | ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗಳಿಗೆ  <img src="/images/Rupee.jpg"/> 
LOWER PRIMARY| for all Lower Primary Schools is <img src="/images/Rupee.jpg"/> | ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗಳಿಗೆ  <img src="/images/Rupee.jpg"/> 
AND| and| ಮತ್ತು
MODEL PRIMARY| for all Model Primary Schools is <img src="/images/Rupee.jpg"/> | ಸರ್ಕಾರಿ ಮಾದರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗಳಿಗೆ  <img src="/images/Rupee.jpg"/> 
24|<br/>This constituency has an annual SSA grant of <img src="/images/Rupee.jpg"/> | ಈ ಚುನಾವಣಾ ಕ್ಷೇತ್ರದ ವಾರ್ಷಿಕ  SSA ಅನುದಾನ  ಒಟ್ಟು <img src="/images/Rupee.jpg"/> 
25|The total TLM grant is <img src="/images/Rupee.jpg"/> |TLM ಅನುದಾನ   <img src="/images/Rupee.jpg"/> 
26|The total School grant (SG) based on school categories is <img src="/images/Rupee.jpg"/> |ಶಾಲೆಗಳ  ಪ್ರವರ್ಗ ಆಧಾರಿತ  ಅನುದಾನ (SG) <img src="/images/Rupee.jpg"/> 
27|The total School maintenance grant (SMG) based on the number of class rooms is <img src="/images/Rupee.jpg"/> |ತರಗತಿ  ಕೊಠಡಿಗಳ ಸಂಖ್ಯೆ  ಆಧಾರಿತ  ಶಾಲಾ  ನಿರ್ವಹಣೆ  ಅನುದಾನ (SMG) <img src="/images/Rupee.jpg"/> 
28|The TLM and SMG grant information is based on the DISE data available for |TLM ಮತ್ತು SMG ಅನುದಾನದ ವಿವರ  DISE ಮಾಹಿತಿಯ ಲಭ್ಯತೆಯನ್ನು  ಅವಲಂಬಿಸಿರುತ್ತದೆ. ಈ ವರದಿಗಾಗಿ 
29| schools.|  ಶಾಲೆಗಳ  ಮಾಹಿತಿ ಲಭ್ಯವಿದೆ.
30| The estimate for SG is determined using the category information that Akshara Foundation has recorded for these  | SG ಅನುದಾನದ ವಿವರ  ಅಕ್ಷರ ಪ್ರತಿಷ್ಠಾನವು ಸಂಗ್ರಹಿಸಿರುವ , ಈ 
31| schools.| ಶಾಲೆಗಳ   ಪ್ರವರ್ಗದ  ಮಾಹಿತಿಯನ್ನು ಆಧರಿಸಿ  ಅಂದಾಜಿಸಲಾಗಿದೆ.
32|This report is published by Karnataka Learning Partnership for providing Education Officers a summary of the financial allocations for Government Schools in their respective district. <br/><br/>This report provides summary of the Annual School Grants under SSA (Sarva Shiksha Abhiyan), that Government schools receive in the categories - <br/>|<BR/> ಈ ವರದಿಯನ್ನು ಕ್ಷೇತ್ರ ಸಂಪನ್ಮೂಲ ವ್ಯಕ್ತಿಗಳಿಗೆ, ತಮ್ಮ ಜಿಲ್ಲೆಯ ಪ್ರಾಥಮಿಕ ಶಿಕ್ಷಣದ ಆರ್ಥಿಕ ಹಂಚಿಕೆಯ ಸಾರಾಂಶ  ನೀಡಲು ಕರ್ನಾಟಕ  ಕಲಿಕಾ ಸಹಭಾಗಿತ್ವವು  ಪ್ರಕಟಿಸಿದೆ. ಈ ವರದಿ (ಸರ್ವ ಶಿಕ್ಷಣ ಅಭಿಯಾನ) SSA ಯಿಂದ, ಈ ಕೆಳಗಿನ ವಿಭಾಗಗಳಲ್ಲಿ, ಸರ್ಕಾರಿ ಶಾಲೆಗಳಿಗೆ ,  ವಿತರಿಸುವ ವಾರ್ಷಿಕ ಅನುದಾನದ ಮಾಹಿತಿ ಒದಗಿಸುತ್ತದೆ. - <BR/>
33|This report is published by Karnataka Learning Partnership for providing Education Officers a summary of the financial allocations for Government Schools in their respective block. <br/><br/>This report provides summary of the Annual School Grants under SSA (Sarva Shiksha Abhiyan), that Government schools receive in the categories - <br/>|<BR/> ಈ ವರದಿಯನ್ನು ಕ್ಷೇತ್ರ ಸಂಪನ್ಮೂಲ ವ್ಯಕ್ತಿಗಳಿಗೆ, ತಮ್ಮ ತಾಲೂಕಿನ ಪ್ರಾಥಮಿಕ ಶಿಕ್ಷಣದ ಆರ್ಥಿಕ ಹಂಚಿಕೆಯ ಸಾರಾಂಶ  ನೀಡಲು ಕರ್ನಾಟಕ  ಕಲಿಕಾ ಸಹಭಾಗಿತ್ವವು  ಪ್ರಕಟಿಸಿದೆ. ಈ ವರದಿ (ಸರ್ವ ಶಿಕ್ಷಣ ಅಭಿಯಾನ) SSA ಯಿಂದ, ಈ ಕೆಳಗಿನ ವಿಭಾಗಗಳಲ್ಲಿ, ಸರ್ಕಾರಿ ಶಾಲೆಗಳಿಗೆ ,  ವಿತರಿಸುವ ವಾರ್ಷಿಕ ಅನುದಾನದ ಮಾಹಿತಿ ಒದಗಿಸುತ್ತದೆ. - <BR/>
34|This report is published by Karnataka Learning Partnership for providing Education Officers a summary of the financial allocations for Government Schools in their respective cluster. <br/><br/>This report provides summary of the Annual School Grants under SSA (Sarva Shiksha Abhiyan), that Government schools receive in the categories - <br/>|<BR/> ಈ ವರದಿಯನ್ನು ಕ್ಷೇತ್ರ ಸಂಪನ್ಮೂಲ ವ್ಯಕ್ತಿಗಳಿಗೆ, ತಮ್ಮ ಕ್ಲಸ್ಟರ್ ನ ಪ್ರಾಥಮಿಕ ಶಿಕ್ಷಣದ ಆರ್ಥಿಕ ಹಂಚಿಕೆಯ ಸಾರಾಂಶ  ನೀಡಲು ಕರ್ನಾಟಕ  ಕಲಿಕಾ ಸಹಭಾಗಿತ್ವವು  ಪ್ರಕಟಿಸಿದೆ. ಈ ವರದಿ (ಸರ್ವ ಶಿಕ್ಷಣ ಅಭಿಯಾನ) SSA ಯಿಂದ, ಈ ಕೆಳಗಿನ ವಿಭಾಗಗಳಲ್ಲಿ, ಸರ್ಕಾರಿ ಶಾಲೆಗಳಿಗೆ ,  ವಿತರಿಸುವ ವಾರ್ಷಿಕ ಅನುದಾನದ ಮಾಹಿತಿ ಒದಗಿಸುತ್ತದೆ. - <BR/>
35|<br/>The total TLM grant for this district across |<br/>ಒಟ್ಟು  TLM ಅನುದಾನ  
36|<br/>The total TLM grant for this block across |<br/>ಒಟ್ಟು  TLM ಅನುದಾನ  
37|<br/>The total TLM grant for this cluster across |<br/>ಒಟ್ಟು  TLM ಅನುದಾನ  
38|<br/>This district has an annual SSA grant of <img src="/images/Rupee.jpg"/> |ಈ ಜಿಲ್ಲೆಯ ವಾರ್ಷಿಕ  SSA ಅನುದಾನ  ಒಟ್ಟು <img src="/images/Rupee.jpg"/> 
39|<br/>This block has an annual SSA grant of <img src="/images/Rupee.jpg"/> |ಈ ತಾಲೂಕಿನ ವಾರ್ಷಿಕ  SSA ಅನುದಾನ  ಒಟ್ಟು <img src="/images/Rupee.jpg"/>
40|<br/>This cluster has an annual SSA grant of <img src="/images/Rupee.jpg"/> |ಈ ಕ್ಲಸ್ಟರ್ ನ ವಾರ್ಷಿಕ  SSA ಅನುದಾನ  ಒಟ್ಟು <img src="/images/Rupee.jpg"/>
41| - this district's neighbours by belonging to same division are - |-? ???? ????? ????? ??? ??????????  (? ????? ??? ???????????? ??????????? ???? ?????????? ???????????? ??? ??????????? ???? ????? ????? ??? ?????????? ) - 
42| - this block's neighbours by belonging to same district are - |-? ???? ????? ????? ??? ??????????  (? ????? ??? ???????????? ??????????? ???? ?????????? ???????????? ??? ??????????? ???? ????? ????? ??? ?????????? ) - 
43| - this cluster's neighbours by belonging to same block are - |-? ???? ????? ????? ??? ??????????  (? ????? ??? ???????????? ??????????? ???? ?????????? ???????????? ??? ??????????? ???? ????? ????? ??? ?????????? ) - 
44|Source: Allocation data from PAISA (Planning, Allocations and Expenditures, Institutions: Studies in Accountability ) report 2010 published by Accountability Initiative available at www.accountabilityindia.in/article/state-report-cards/2226-paisa-report-2010. School infrastructure data from NUEPA-DISE (www.schoolreportcards.in) for 2012-2013.|???: Accountability Initiative ????????? ????????? ???????  ???? - PAISA (Planning, Allocations and Expenditures, Institutions: Studies in Accountability ) ???? 2010.  ? ????   www.accountabilityindia.in/article/state-report-cards/2226-paisa-report-2010 ????? ???????? . ??????? ??????  ?????? ??????  NUEPA-DISE (www.schoolreportcards.in) ???? 2012-2013- ??? ??????????.
